Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage
P00159,Samsung Mobile Model 6141,Mobiles,Samsung,75554,3.2,Samsung mobiles product with premium features.,Seller_443,Mumbai,Tamil Nadu,304,64
P00160,Bata Footwea Model 9608,Footwear,Bata,145609,4.9,Bata footwear product with premium features.,Seller_379,Pune,Telangana,465,24
P00161,Roadster Clothin Model 7892,Clothing,Roadster,131729,3.3,Roadster clothing product with premium features.,Seller_32,Ahmedabad,Maharashtra,415,43
P00162,Boat Electronic Model 8366,Electronics,Boat,45534,3.1,Boat electronics product with premium features.,Seller_363,Ahmedabad,Telangana,268,66
P00163,Samsung Home Appliance Model 6062,Home Appliances,Samsung,98039,4.8,Samsung home appliances product with premium features.,Seller_199,Kolkata,Gujarat,173,6
P00164,JBL Electronic Model 1179,Electronics,JBL,86725,3.2,JBL electronics product with premium features.,Seller_348,Kolkata,Karnataka,129,19
P00165,Puma Clothin Model 9647,Clothing,Puma,37373,4.8,Puma clothing product with premium features.,Seller_159,Kolkata,Delhi,304,10
P00166,Roadster Clothin Model 6271,Clothing,Roadster,86407,4.6,Roadster clothing product with premium features.,Seller_344,Mumbai,West Bengal,343,54
P00167,Whirlpool Home Appliance Model 398,Home Appliances,Whirlpool,95351,3.6,Whirlpool home appliances product with premium features.,Seller_487,Bengaluru,Karnataka,485,62
P00168,Dell Laptop Model 2353,Laptops,Dell,40916,3.2,Dell laptops product with premium features.,Seller_433,Mumbai,Tamil Nadu,394,69
P00169,Boat Electronic Model 5617,Electronics,Boat,34652,4.2,Boat electronics product with premium features.,Seller_79,Delhi,Delhi,425,21
P00170,Noise Electronic Model 815,Electronics,Noise,108003,3.7,Noise electronics product with premium features.,Seller_369,Bengaluru,Telangana,312,36
P00171,Noise Electronic Model 3933,Electronics,Noise,140286,3.5,Noise electronics product with premium features.,Seller_495,Ahmedabad,Gujarat,99,47
P00172,Noise Electronic Model 7664,Electronics,Noise,74163,4.6,Noise electronics product with premium features.,Seller_258,Kolkata,Delhi,418,25
P00173,Samsung Home Appliance Model 4196,Home Appliances,Samsung,13977,4.3,Samsung home appliances product with premium features.,Seller_448,Chennai,Tamil Nadu,478,13
P00174,Boat Electronic Model 4770,Electronics,Boat,22286,4.5,Boat electronics product with premium features.,Seller_140,Ahmedabad,Tamil Nadu,75,55
P00175,Xiaomi Mobile Model 7491,Mobiles,Xiaomi,91940,4.9,Xiaomi mobiles product with premium features.,Seller_213,Pune,Telangana,257,47
P00176,Asus Laptop Model 1437,Laptops,Asus,98580,3.4,Asus laptops product with premium features.,Seller_164,Mumbai,Gujarat,365,42
P00177,Dell Laptop Model 727,Laptops,Dell,75502,4.8,Dell laptops product with premium features.,Seller_242,Delhi,Gujarat,361,60
P00178,Nike Footwea Model 1398,Footwear,Nike,5280,3.5,Nike footwear product with premium features.,Seller_428,Delhi,Tamil Nadu,481,67
P00179,Nike Footwea Model 4820,Footwear,Nike,62594,3.6,Nike footwear product with premium features.,Seller_25,Bengaluru,Telangana,327,58
P00180,Samsung Mobile Model 8289,Mobiles,Samsung,140822,3,Samsung mobiles product with premium features.,Seller_264,Bengaluru,West Bengal,73,37
P00181,Nike Footwea Model 5880,Footwear,Nike,63361,4.1,Nike footwear product with premium features.,Seller_96,Mumbai,Tamil Nadu,499,46
P00182,Apple Mobile Model 9014,Mobiles,Apple,133291,4.6,Apple mobiles product with premium features.,Seller_260,Pune,Telangana,447,60
P00183,Vivo Mobile Model 6438,Mobiles,Vivo,98157,3.5,Vivo mobiles product with premium features.,Seller_9,Chennai,Gujarat,34,44
P00184,HP Laptop Model 9633,Laptops,HP,87466,3.3,HP laptops product with premium features.,Seller_181,Chennai,Gujarat,329,22
P00185,Noise Electronic Model 7940,Electronics,Noise,48082,4.6,Noise electronics product with premium features.,Seller_33,Ahmedabad,Maharashtra,150,25
P00186,Xiaomi Mobile Model 786,Mobiles,Xiaomi,83030,4.9,Xiaomi mobiles product with premium features.,Seller_264,Kolkata,Gujarat,278,60
P00187,Puma Clothin Model 3231,Clothing,Puma,75301,3.7,Puma clothing product with premium features.,Seller_400,Pune,Gujarat,335,42
P00188,Puma Clothin Model 6129,Clothing,Puma,114843,4.8,Puma clothing product with premium features.,Seller_381,Ahmedabad,Telangana,173,23
P00189,Bata Footwea Model 6118,Footwear,Bata,136424,3.5,Bata footwear product with premium features.,Seller_43,Kolkata,Maharashtra,220,23
P00190,Whirlpool Home Appliance Model 5362,Home Appliances,Whirlpool,27194,3.2,Whirlpool home appliances product with premium features.,Seller_339,Hyderabad,Karnataka,228,54
P00191,Asus Laptop Model 5859,Laptops,Asus,117511,3.1,Asus laptops product with premium features.,Seller_446,Chennai,Tamil Nadu,222,35
P00192,Boat Electronic Model 1329,Electronics,Boat,106784,3.7,Boat electronics product with premium features.,Seller_411,Delhi,Maharashtra,73,56
P00193,Xiaomi Mobile Model 1201,Mobiles,Xiaomi,62163,4.6,Xiaomi mobiles product with premium features.,Seller_188,Chennai,Telangana,486,4
P00194,Samsung Home Appliance Model 7471,Home Appliances,Samsung,97545,3.7,Samsung home appliances product with premium features.,Seller_391,Mumbai,Tamil Nadu,70,67
P00195,Wrogn Clothin Model 5250,Clothing,Wrogn,73355,3.5,Wrogn clothing product with premium features.,Seller_59,Pune,West Bengal,95,63
